dataset,file_type,user_id,screen_name,label,subset,followers_count,friends_count,statuses_count,favourites_count,listed_count,created_at,verified,description,location,default_profile_image,source,tweet_id,text,in_reply_to_user_id
twibot_2020,users,1250250616368017412,MrCloudzy ,human,dev,30.0,202.0,295.0,1659.0,2.0,Wed Apr 15 02:32:36 +0000 2020 ,False ,Developer - Cool stuff coming soon. ,Next To My Neighbor. ,False ,twibot_20,,,
twibot_2020,users,1227045808580833280,ironbutterfly42 ,bot,train,1976.0,2632.0,5148.0,5826.0,0.0,Tue Feb 11 01:45:17 +0000 2020 ,False ,⭐⭐⭐I've got a dream that's worth more than my sleep 🚫 DM's #WWG1WGA 👊👊 #DrainTheSwamp  #TheGreatAwakening #NothingCanStopWhatIsComing Q #MAGA #Trump2020⭐⭐⭐ , ,False ,twibot_20,,,
twibot_2020,users,20079575,the_zim ,human,train,3541.0,1586.0,7909.0,1931.0,171.0,Wed Feb 04 18:55:04 +0000 2009 ,True ,New York Bureau Chief @chalkbeat || Alum: @DNAinfo || Tips: azimmer@chalkbeat.org || Sign up for @chalkbeatNY newsletter: https://t.co/OSSK1Rca3C ,New York City ,False ,twibot_20,,,
twibot_2020,users,1212209873594699776,0553Juanito ,bot,dev,108.0,883.0,4372.0,1951.0,0.0,Wed Jan 01 03:12:27 +0000 2020 ,False , , ,True ,twibot_20,,,
twibot_2020,users,3313767952,jiuaishunv2015 ,human,train,27.0,2211.0,1.0,32.0,0.0,Mon Jun 08 18:55:50 +0000 2015 ,False , , ,True ,twibot_20,,,
twibot_2020,users,3100110886,eriscollective ,bot,train,233.0,1519.0,23.0,1205.0,13.0,Fri Mar 20 19:20:25 +0000 2015 ,False ,London based artists collective. Email:  enquiries@eriscollective.co.uk Instagram: @eriscollective ,London ,False ,twibot_20,,,
twibot_2020,users,41634520,seanhannity ,human,dev,5172575.0,4.0,7046.0,110.0,19424.0,Thu May 21 17:41:12 +0000 2009 ,True ,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements! Due to hackings, no DM’s! ",NYC ,False ,twibot_20,,,
twibot_2020,users,19478716,lexnfx ,human,train,8729.0,2011.0,11924.0,1448.0,515.0,Sun Jan 25 05:13:28 +0000 2009 ,True ,"Business Insider Global Tech Editor and West Coast Bureau Chief. Once Reuters, thestreet, c|net... I'm not a robot aoreskovic@businessinsider.com ", ,False ,twibot_20,,,
twibot_2020,tweets,58579942,,,,,,,,,,,,,,,,"This is what people-powered conservative populism looks like:

“Gaetz’s primary win comes after he swore off accepting campaign contributions from federal political action committees earlier this year.”

https://t.co/0d4pBi0dvF
",
twibot_2020,tweets,208120290,,,,,,,,,,,,,,,,"The FDA today provided an update on the investigation of Cyclospora illnesses tied to the consumption of bagged salads, including a new method to sample for Cyclospora in agricultural water for the first time in a field investigation: https://t.co/tKNhN8Zxay https://t.co/eQ3jSBGJ26
",
twibot_2020,tweets,1485029462,,,,,,,,,,,,,,,,"RT @iamirishdave: @WheelsUp at Elkhart Airport. https://t.co/mu0RdQuECF
",
twibot_2020,tweets,208120290,,,,,,,,,,,,,,,,"We want to remind consumers, retailers, and restaurants that if they cannot tell if onions are part of the recalls, or if products contain recalled onions, you should not eat, sell, or serve it, &amp; should throw it out.
",
twibot_2020,tweets,558797310,,,,,,,,,,,,,,,,"There's only one thing on @B_Fernandes8's mind... 🧠

🔴 #MUFC
🏆 #UEL
⏱ @TAGHeuer https://t.co/VejtV4fSy9
",
twibot_2020,tweets,58579942,,,,,,,,,,,,,,,,"RT @realannapaulina: I can’t disagree with @scontorno on this one:

I am not a pharmaceutical lobbyist or a DC insider &amp; I am damn proud of…
",
twibot_2020,tweets,15750898,,,,,,,,,,,,,,,,"JUST IN: 17-year-old pedestrian dies in hit-and-run crash on I-75; troopers search for driver. MORE HERE: https://t.co/JVYbMsVZ3Q
",
twibot_2020,tweets,1141136372,,,,,,,,,,,,,,,,"@J_Ballesteros1 @miguelballes92 Seve THE legend gave me the inspiration to play this game,honored to be one of his picks in The Ryder Cup and I miss him dearly❤️🙏❤️ Would have loved for today's youngster to experience true charisma/passion and drive. Every round was special with Seve👌👌👌
",
twibot_2020,tweets,58579942,,,,,,,,,,,,,,,,"RT @PeteHegseth: See video. Wow. @Xfinity/@comcast has BANNED Republican front-runner Laura Loomer from sending texts &amp; emails to voters. T…
",
twibot_2020,tweets,15750898,,,,,,,,,,,,,,,,"It's not just you (or your kids). Zoom is suffering a widespread outage: https://t.co/NTjfTZnBsv
",
twibot_2020,tweets,39555442,,,,,,,,,,,,,,,,"😂😂😂
",
twibot_2020,tweets,2421067430,,,,,,,,,,,,,,,,"Charlie Kirk just predicted Trump will get a double-digit bump from the convention.  Let’s hold him to that.
",
twibot_2020,tweets,1141136372,,,,,,,,,,,,,,,,"RT @RFFH: Exclusive footage of Ole going for a morning swim....

https://t.co/XXBv54R1hf
",
twibot_2020,tweets,783214,,,,,,,,,,,,,,,,"@arron_crascall errrm done https://t.co/ne4Q4jtjJ9
",
twibot_2020,tweets,939091,,,,,,,,,,,,,,,,"Donald Trump is unfit to lead our nation. But don’t just take my word for it... https://t.co/vdYcNWiNBk
",
twibot_2020,tweets,30180137,,,,,,,,,,,,,,,,"@michaelsevcik We really want to know more about this! Please reach out to us via DM.
",
twibot_2020,tweets,15750898,,,,,,,,,,,,,,,,"RT @PaulFox13: Strong tropical wave in Atlantic will be a depression soon, maybe even tonight at 11 pm. Future highly uncertain. Some some…
",
twibot_2020,tweets,21536398,,,,,,,,,,,,,,,,"Jim Jordan one-liner 👇 https://t.co/jpGRUhlu0f
",
twibot_2020,tweets,22703645,,,,,,,,,,,,,,,,"6/6 What's at stake isn't a cable news segment. It's the existence of rational conversation in America. If they can prevent you from asking honest questions, there's nothing they can't do. More on this tomorrow night.
",
twibot_2020,tweets,237824268,,,,,,,,,,,,,,,,"@RonWillzz Where do you even start with this?
",
twibot_2020,tweets,21536398,,,,,,,,,,,,,,,,"NYC Gov. Cuomo Enlists Citizens To Help Police Non-Compliant Businesses During COVID-19 https://t.co/z7PBsWqOGc
",
twibot_2020,tweets,849880970,,,,,,,,,,,,,,,,"RT @HomelandKen: She’s not done, but taking a lot of incoming from violent rioters.
https://t.co/9mnwRvU0Zn
",
twibot_2020,tweets,208120290,,,,,,,,,,,,,,,,"RT @FDADeviceInfo: As part of the @US_FDA’s continued efforts to protect patients’ health and help ensure the safety of breast implants, we…
",
twibot_2020,tweets,247653244,,,,,,,,,,,,,,,,"Almighty. We ask You to renew our hearts with strength and purpose on this day. Forgive our past sins and help us get closer to You. We know You have our backs and have brought us this far. Guide us always for we can't make it by ourselves!
",
twibot_2020,tweets,5402612,,,,,,,,,,,,,,,,"People living alone and most single parents in England can stay at another household from Saturday, says PM https://t.co/YoEp5aPHFP
",
twibot_2022,users,u11178672,Revkin,human,train,89645.0,10238.0,81613.0,,4267.0,2007-12-14 21:43:43+00:00,True,"Seeking #sustcomm @ColumbiaClimate | 20 years @nytimes | https://t.co/YPtY8Ly0EH | Rest? Family, friends, books https://t.co/AESlRATkbd, music https://t.co/I5WxwbzEaq",Hudson Highlands / Lenape Land,0,twibot_22,,,
twibot_2022,users,u142111864,erkafi,human,train,498.0,1500.0,35009.0,,23.0,2010-05-10 00:42:44+00:00,False,Ad Universi Terrarum Orbi,México cdmx,0,twibot_22,,,
twibot_2022,users,u17670329,sidhant,human,train,97578.0,1597.0,67538.0,,410.0,2008-11-27 05:10:34+00:00,True,Principal Diplomatic & Defence Correspondent for @WIONews. Bylines in @dna newspaper. Previously @DDnewsLive.,"New Delhi, India",0,twibot_22,,,
twibot_2022,users,u2572695564,OllieWhitfield_,human,train,5676.0,137.0,42155.0,,1680.0,2014-06-17 11:06:22+00:00,False,"Co-Host of 0 To 5 Million Podcast🎤 Growth Marketing @VanillaSoft/Autoklose🤙🏻Content, Prospecting, Pool, LFC🔴",0  🟩🟩🟩🟨⬜⬜⬜⬜  Goal,0,twibot_22,,,
twibot_2022,users,u1446814504608800768,MohamedSkeku,human,train,624.0,2788.0,75.0,,1.0,2021-10-09 12:27:36+00:00,False,"Freetown.sierra Leone
Chief executive director of youth progressive Networkd
skekumohamed@gmail.com
advocacy organization",Sierra Leone,0,twibot_22,,,
twibot_2022,users,u540009358,Adam_B_Long,human,test,634.0,1354.0,1227.0,,27.0,2012-03-29 14:13:07+00:00,False,Co-founder of @Wrangle_io. Created @HemingwayApp.👨🏼‍💻I design and build software.,"Raleigh-Durham, NC",0,twibot_22,,,
twibot_2022,users,u1484472638395273218,Milkykaay,human,test,1.0,9.0,0.0,,0.0,2022-01-21 10:27:20+00:00,False,New!! Follow Back everyone!!,,0,twibot_22,,,
twibot_2022,users,u121950222,TheAmericanMyth,human,test,30.0,231.0,289.0,,1.0,2010-03-11 03:43:34+00:00,False,,,0,twibot_22,,,
twibot_2022,users,u107847735,vicfcs,human,train,427.0,439.0,713.0,,16.0,2010-01-23 23:41:15+00:00,False,Artist at heart. Engineer by training. Entrepreneur on mission🦄https://t.co/vLnrWtb89v 🇺🇸 Advisor at @UCBerkeley. AI/ML. Cybersecurity. Web3. Crypto. Jazz🎸🎹 😎,"San Francisco, CA",0,twibot_22,,,
twibot_2022,users,u1358413329148964866,mooratkamol1990,human,test,7.0,230.0,198.0,,0.0,2021-02-07 13:53:10+00:00,False,Hey : mooratkamol นี่ฉันเองค่าา จุ๊ฟๆๆๆ Xoxo อาศัย: Bangkok Thailand!? 🍓🍓🍓🍓🍞🍘🍘🍘🎯❤❤❤🚴‍♀️👀👡💍💄💎🌐🎨,"กรุงเทพมหานคร, ประเทศไทย",0,twibot_22,,,
twibot_2022,users,u4021650673,CRubino11,bot,test,415.0,951.0,557.0,,1.0,2015-10-26 06:33:53+00:00,False,"PhD Candidate @UBC_BrainLab, studying 👀💪 movements and functional brain connectivity after stroke | @UBCwomensulti Alum | She/Her.","Vancouver, British Columbia",0,twibot_22,,,
twibot_2022,users,u3452096893,butchdiva3,bot,train,98.0,500.0,98.0,,0.0,2015-09-04 21:08:09+00:00,False,53 yo lesbian. trying to stay sane in this crazy world.,"Colorado, USA",0,twibot_22,,,
twibot_2022,users,u811255817039126529,FlatironCCB,human,train,1042.0,86.0,383.0,,10.0,2016-12-20 17:03:54+00:00,False,"The Center for Computational Biology (CCB) is part of the @FlatironInst, a multidisciplinary institute focused on computation.",NYC,0,twibot_22,,,
twibot_2022,users,u1123673299014127616,ShrikumaranPB,human,test,11.0,686.0,6.0,,0.0,2019-05-01 19:39:26+00:00,False,Geek • NIT Trichy,,1,twibot_22,,,
twibot_2022,users,u1280118663610339328,RachelTriesToBe,human,train,1906.0,1971.0,12507.0,,1.0,2020-07-06 12:37:41+00:00,False,"Bunny hugger. Allotment bee keeper, also eater and grower of fruit and veg. Love hidden gardens and wild green places. Neurodivergent.",South West UK,0,twibot_22,,,
twibot_2022,users,u1005422441492082688,RaniaAlMashat,human,train,97198.0,96.0,1086.0,,188.0,2018-06-09 12:12:44+00:00,True,Minister of International Cooperation — Arab Republic of Egypt. Former Minister of Tourism. International Economist. YGL. Loving Daughter & Older Sister,Egypt,0,twibot_22,,,
twibot_2022,users,u16156286,Tikigaud,human,test,97.0,600.0,984.0,,2.0,2008-09-06 13:10:09+00:00,False,I yam what I yam.,50th St & Broadway,0,twibot_22,,,
twibot_2022,users,u1221991830742372354,ObusLucy,human,test,111.0,512.0,136.0,,1.0,2020-01-28 03:02:21+00:00,False,"User Experience Researcher, @CZIscience.
Here for all things #Imaging🔬, #OpenScience, and the fragile state of our democracy.",Sannyfrannyciscotown,0,twibot_22,,,
twibot_2022,users,u1483148379538423809,Pa91531581Henry,human,train,1.0,120.0,20.0,,0.0,2022-01-17 18:45:29+00:00,False,"philosophy, culture, religion,the arts, aging, fitness, social, military,my daughter my life",,0,twibot_22,,,
twibot_2022,users,u1126848131667247106,yoblispatrol,human,test,113.0,246.0,464.0,,1.0,2019-05-10 13:55:05+00:00,False,"Peter Parker but also Gurra Aliu. verysecxxymastermind. eatin my own pseudo reality, sic mundus creatus est🛸🛰🚀 #richwoman",,0,twibot_22,,,
twibot_2022,users,u792829948113227776,Arrovox_,bot,train,32.0,25.0,14.0,,7.0,2016-10-30 20:46:04+00:00,False,"A voice and audio content studio. Productions include https://t.co/VzOi3NukyK, https://t.co/c0HD5fhXtT & @HomieAndLexy.","Los Angeles, CA",0,twibot_22,,,
twibot_2022,users,u74966215,delyat,human,test,11.0,49.0,1.0,,1.0,2009-09-17 08:30:50+00:00,False,,301,0,twibot_22,,,
twibot_2022,users,u140422363,laurenmurrah,human,train,18084.0,2449.0,15.0,,26.0,2010-05-05 13:04:43+00:00,False,,NYC,0,twibot_22,,,
twibot_2022,users,u855714950,giftravel,human,test,23.0,262.0,6.0,,1.0,2012-10-01 02:31:31+00:00,False,"Travel agency services for domestic and international flights, Giftravel Present Your Trip",Balikpapan,0,twibot_22,,,
twibot_2022,users,u1044256734808862720,Jmsteinbrink,human,train,1071.0,1574.0,1058.0,,19.0,2018-09-24 16:06:21+00:00,False,"Transplant ID Physician 😷 | @PittMedAlum ➡️ @umichmedicine ➡️ @DukeAdultID | transcriptomic biomarkers, fungi, HCV SOT | Tweets are my own",,0,twibot_22,,,
twibot_2022,tweets,u196777175,,,,,,,,,2019-08-05 21:50:11+00:00,,,,,,t1158495439072747520,"RT @FirstDerm: Online dermatology apps can save you time and money, most important peace of mind. Read about Jeanne Croteau honest experien…",
twibot_2022,tweets,u1127479632914264064,,,,,,,,,2022-02-27 21:11:55+00:00,,,,,,t1498043239567437826,@Wackelkasper @Miezebiene @Olliemorr20171 @dawnybj Yes! It’s my next new starting role after Line of Duty 😹🤩 https://t.co/f62eZCdAIQ,u2306598404
twibot_2022,tweets,u848064390112854017,,,,,,,,,2021-07-14 19:57:39+00:00,,,,,,t1415400115649454080,@TheJusticeDept https://t.co/39nStIH7BH,u73181712
twibot_2022,tweets,u96185045,,,,,,,,,2022-02-27 19:33:57+00:00,,,,,,t1498018587700776967,"RT @maxberger: On July 18, 2019, the Trump administration withheld $250 million of military aid to Ukraine. 

7 days later, Trump held a ph…",
twibot_2022,tweets,u112812371,,,,,,,,,2022-02-26 10:43:49+00:00,,,,,,t1497522786239086595,RT @David_Mignon: If the patriarchy was real wouldn’t men be sending  women to war…?,
twibot_2022,tweets,u1849172972,,,,,,,,,2022-02-22 22:30:00+00:00,,,,,,t1496250951816007681,"By the end of 2022, will most countries no longer be employing extraordinary public health measures to slow #COVID19's spread? @udnore told @ForeignAffairs that she believes so, unless a new variant as evasive and virulent as the first strain emerges. https://t.co/LiPp0oGHUc",
twibot_2022,tweets,u62524415,,,,,,,,,2010-07-30 12:16:11+00:00,,,,,,t19905318627,RT @MissDignity: no sorry and no thank u .. plzz frndzz.. #Friendshiprule,
twibot_2022,tweets,u498792167,,,,,,,,,2021-04-28 20:16:53+00:00,,,,,,t1387501091726712842,Good read... https://t.co/IsT9FCNAIX @BBCJonSopel @BBCNews,
twibot_2022,tweets,u1849172972,,,,,,,,,2022-02-18 14:41:03+00:00,,,,,,t1494683385574400002,RT @udnore: 🗣️ @drtlaleng has joined @oneillinstitute as a Distinguished Lecturer.  She brings her rich expertise in &amp; passion for global h…,
twibot_2022,tweets,u37202911,,,,,,,,,2022-02-27 15:08:00+00:00,,,,,,t1497951656847167488,"From Rightmove adverts to social media fallacies; the English countryside has been packaged and marketed as a blank slate for the whims of city-dwellers. 

Return of a Native author Vron Ware (@vronsta) writes for Guardian Opinion 🌅

https://t.co/PrD9CB0lRP",
twibot_2022,tweets,u2343979050,,,,,,,,,2021-08-11 07:00:18+00:00,,,,,,t1425351351609921539,"@thecyrusjanssen Thanks Cyrus, appreciate your support",u886749256807100416
twibot_2022,tweets,u104249727,,,,,,,,,2022-02-07 16:12:52+00:00,,,,,,t1490720224542437378,Ready for more @dnce? 😈 So excited to start sharing the new stuff we’ve been working on including #DancingFeet with @KygoMusic!! Thanks for the chat @RollingStone 🕺🏻 https://t.co/AHM16OyZzf https://t.co/hgRYWj0qch,
twibot_2022,tweets,u809147335,,,,,,,,,2017-04-07 15:39:08+00:00,,,,,,t850372375304687616,2 tweeps followed (thank you!) and 5 unfollowed (goodbye!) me in the past day. Thank you https://t.co/G8iuggwkzB.,
twibot_2022,tweets,u2864184746,,,,,,,,,2022-02-15 04:42:04+00:00,,,,,,t1493445481237729280,"RT @IAMTHESLIME_: ""Why must I, a STEM major, take an ethics class?""",
twibot_2022,tweets,u179870626,,,,,,,,,2022-02-28 01:13:31+00:00,,,,,,t1498104039661314054,RT @BYPOREVOLUTION: my god is in the noticing–noticing the moment between when i start to breathe and when i feel the first rush of air int…,
twibot_2022,tweets,u800684257949560832,,,,,,,,,2022-02-28 12:20:01+00:00,,,,,,t1498271773099495431,Hitit Bilgisayar'ın halka arz sonuçları belli oldu https://t.co/T88QSDBo1j,
twibot_2022,tweets,u62524415,,,,,,,,,2010-07-25 13:13:00+00:00,,,,,,t19495211732,@MissDignity ya agreed y sony t.v goin crazy..,u36076925
twibot_2022,tweets,u934962636,,,,,,,,,2021-06-04 16:52:43+00:00,,,,,,t1400858061896622081,RT @Belindadesimone: @WSESurgery @NELANews @JTraumAcuteSurg @womeninsurgery @WomenSurgeons @acsTrauma @traumadoctors @TSACO_AAST @AmCollSur…,
twibot_2022,tweets,u79249149,,,,,,,,,2020-05-02 20:06:05+00:00,,,,,,t1256676355241996288,"35 years old Japanese maple #bonsai after a hard trim and three years in pot in the ground. #JapaneseBonsai @ Wantage, New Jersey https://t.co/50GYpJPugL",
twibot_2022,tweets,u1167436211767504896,,,,,,,,,2022-01-21 03:02:25+00:00,,,,,,t1484360707374141440,RT @chandan_khandai: As a psychiatrist I love love LOVE taking a patient’s list of six medications and reducing it to two plus psychotherap…,
twibot_2022,tweets,u2813765298,,,,,,,,,2022-02-15 05:23:34+00:00,,,,,,t1493455925637791744,RT @Reuters: A team of artists in Belgium showcase how it feels to be a woman subjected to harassment in the street through an immersive ar…,
twibot_2022,tweets,u727448203180822528,,,,,,,,,2022-02-18 18:00:26+00:00,,,,,,t1494733561441796100,Incentive 360 | The future-fit incentive compensation platform that helps achieve and sustain high levels of brand and portfolio success: https://t.co/HA7gu0E3WK https://t.co/0Q3Nq1OX4K,
twibot_2022,tweets,u37440019,,,,,,,,,2022-02-15 14:09:12+00:00,,,,,,t1493588206872596482,"@sorsoup @agentultra Are you saying that because the Curry-Howard correspondence says they’re similar? I think “the same” is a bit strong of a word here. Yes you prove things about logic and transport that theorem over to functional programming and vice-versa but in practice, we care about … 1/",u35346192
twibot_2022,tweets,u289099885,,,,,,,,,2022-02-17 23:46:08+00:00,,,,,,t1494458169883611138,@OldManKris Or just look for early stage startup experience. 😆,u289099885
twibot_2022,tweets,u1208734837546323968,,,,,,,,,2022-02-27 16:43:07+00:00,,,,,,t1497975593312210944,RT @BlessedCollins_: Am getting ready to be fired up this night by @iamchrisani on @dabatv_ in today's episode of the Wealth Creation Serie…,
